Año,País,Valor
2020,COL,1.22
2021,COL,1.205
2022,COL,1.322
2023,COL,1.4
2019,USA,6.801
2020,USA,7.909
2021,USA,7.503
2022,USA,6.722
2023,USA,6.216
2019,GRC,12.729
2020,GRC,11.566
2021,GRC,12.182
2022,GRC,12.044
2023,GRC,11.498
2019,COL,9.237
2020,COL,9.217
2021,COL,8.761
2022,COL,8.809
2023,COL,8.558
2019,EU22OECD,13.039
2020,EU22OECD,12.985
2021,EU22OECD,12.866
2022,EU22OECD,12.703
2023,EU22OECD,12.557
2019,IND,0.04
2022,IND,0.03
2023,IND,0.097
2019,E,12.1611314440777
2020,E,12.0536591316404
2021,E,11.9222760681624
2022,E,11.6746738132715
2019,GBR,7.749
2020,GBR,7.131
2021,GBR,8.022
2022,GBR,8.191
2023,GBR,6.425
2019,JPN,5.274
2020,JPN,5.181
2021,JPN,5.062
2022,JPN,5.01
2023,JPN,5.003
2019,NLD,7.602
2020,NLD,7.691
2021,NLD,7.898
2022,NLD,8.023
2023,NLD,8.127
2019,LVA,6.006
2020,LVA,6.14
2021,LVA,6.276
2022,LVA,6.409
2023,LVA,6.674
2019,EST,8.152
2020,EST,10.398
2021,EST,12.533
2022,EST,8.54
2023,EST,11.402
2019,FRA,9.881
2020,FRA,9.401
2021,FRA,9.794
2022,FRA,8.75
2023,FRA,9.263
2019,PRT,14.942
2020,PRT,14.693
2021,PRT,14.389
2022,PRT,13.911
2023,PRT,12.982
2019,CHE,0.872
2020,CHE,0.902
2021,CHE,0.853
2022,CHE,0.677
2023,CHE,0.744
2019,ITA,8.146
2020,ITA,7.819
2021,ITA,7.518
2022,ITA,7.277
2023,ITA,7.076
2019,ISR,0.822
2020,ISR,0.89
2021,ISR,1.01
2022,ISR,1.046
2023,ISR,1.118
2019,POL,7.109
2020,POL,7.437
2021,POL,7.348
2022,POL,7.448
2023,POL,7.283
2019,HUN,1.321
2020,HUN,1.378
2021,HUN,1.662
2022,HUN,1.886
2023,HUN,1.967
2019,ISL,9.97
2020,ISL,9.949
2021,ISL,9.791
2022,ISL,9.744
2023,ISL,9.459
2019,CAN,7.461
2020,CAN,7.395
2021,CAN,7.257
2022,CAN,7.159
2023,CAN,7.256
2019,LUX,3.895
2020,LUX,3.975
2021,LUX,4.126
2022,LUX,4.193
2023,LUX,4.291
2019,RUS,3.319
2020,RUS,2.891
2021,RUS,3.608
2022,RUS,3.627
2019,SVN,6.94
2020,SVN,6.687
2021,SVN,6.707
2022,SVN,6.559
2023,SVN,6.322
2019,ESP,5.492
2020,ESP,5.273
2021,ESP,5.39
2022,ESP,5.602
2023,ESP,5.815
2023,ISL,0.676
2019,LUX,14.917
2020,LUX,14.346
2021,LUX,14.68
2022,LUX,14.753
2023,LUX,14.481
2019,NLD,3.395
2020,NLD,2.096
2021,NLD,2.118
2022,NLD,3.523
2023,NLD,3.299
2019,AUT,11.101
2020,AUT,9.266
2021,AUT,10.374
2022,AUT,9.792
2023,AUT,9.118
2019,CRI,9.029
2020,CRI,8.797
2021,CRI,9.407
2022,CRI,9.587
2023,CRI,8.751
2019,DEU,7.78
2020,DEU,7.519
2021,DEU,8.32
2022,DEU,9.081
2023,DEU,8.638
2019,ZAF,4.235
2020,ZAF,4.714
2021,ZAF,5.069
2022,ZAF,5.054
2023,ZAF,4.66
2019,ISR,8.613
2020,ISR,8.648
2021,ISR,8.532
2022,ISR,8.544
2023,ISR,8.656
2019,G7,4.26
2020,G7,4.334
2021,G7,3.625
2022,G7,3.645
2023,G7,3.757
2019,CHL,10.188
2020,CHL,10.12
2021,CHL,9.874
2022,CHL,9.572
2023,CHL,9.258
2019,NLD,9.742
2020,NLD,9.68
2021,NLD,9.915
2022,NLD,9.918
2023,NLD,9.894
2019,E,7.46655917878305
2020,E,7.29308882869618
2021,E,7.39011498597047
2022,E,7.46648287208841
2019,GRC,4.778
2020,GRC,4.503
2021,GRC,4.421
2022,GRC,4.691
2023,GRC,5.126
2019,G7,6.086
2020,G7,6.012
2021,G7,5.938
2022,G7,6.02
2023,G7,6.03
2019,ISL,1.357
2020,ISL,1.405
2021,ISL,1.406
2022,ISL,1.264
2023,ISL,1.543
2019,ISL,9.244
2020,ISL,12.639
2021,ISL,11.969
2022,ISL,18.393
2023,ISL,8.565
2019,NOR,9.955
2020,NOR,11.557
2021,NOR,10.752
2022,NOR,9.907
2023,NOR,11.223
2019,ISL,21.875
2020,ISL,18.48
2021,ISL,16.15
2022,ISL,24.189
2023,ISL,19.595
2019,CHE,8.707
2020,CHE,8.61
2021,CHE,8.313
2022,CHE,8.218
2023,CHE,8.261
2019,CAN,10.652
2020,CAN,11.142
2021,CAN,11.121
2022,CAN,11.146
2023,CAN,11.325
2019,PRT,12.59
2020,PRT,12.281
2021,PRT,11.781
2022,PRT,11.372
2023,PRT,10.658
2019,RUS,8.634
2020,RUS,8.767
2021,RUS,8.866
2022,RUS,9.075
2019,IDN,10.065
2019,EU27,13.063
2020,EU27,13.056
2021,EU27,12.967
2022,EU27,12.892
2023,EU27,12.71
2019,LTU,0.9
2020,LTU,0.589
2021,LTU,0.631
2022,LTU,0.735
2023,LTU,0.738
2019,NZL,7.962
2020,NZL,7.892
2021,NZL,7.949
2022,NZL,8.006
2023,NZL,7.859
2019,MEX,8.051
2020,MEX,8.773
2021,MEX,8.062
2022,MEX,7.685
2023,MEX,7.124
2019,BGR,14.427
2020,BGR,14.579
2021,BGR,14.84
2022,BGR,14.988
2023,BGR,15.106
2019,AUS,10.473
2020,AUS,10.622
2021,AUS,10.22
2022,AUS,9.814
2023,AUS,9.51
2019,BEL,14.323
2020,BEL,15.24
2021,BEL,15.965
2022,BEL,14.824
2023,BEL,15.396
2019,PRT,12.11
2020,PRT,11.832
2021,PRT,11.581
2022,PRT,10.8
2023,PRT,10.758
2019,GBR,0.826
2020,GBR,0.736
2021,GBR,0.737
2022,GBR,0.756
2023,GBR,0.814
2019,CAN,0.755
2020,CAN,0.619
2021,CAN,1.383
2022,CAN,1.289
2023,CAN,0.932
2019,DNK,7.12
2020,DNK,7.219
2021,DNK,7.412
2022,DNK,7.669
2023,DNK,7.782
2019,CHL,10.434
2020,CHL,10.734
2021,CHL,10.874
2022,CHL,10.808
2023,CHL,10.893
2019,CYP,15.088
2020,CYP,17.91
2021,CYP,24.543
2022,CYP,24.09
2023,CYP,22.835
2019,OECD,11.049
2020,OECD,11.176
2021,OECD,11.234
2022,OECD,11.262
2023,OECD,11.274
2019,FIN,10.527
2020,FIN,10.493
2021,FIN,10.286
2022,FIN,9.964
2023,FIN,9.75
2019,CRI,4.638
2020,CRI,5.548
2021,CRI,4.294
2022,CRI,4.726
2023,CRI,3.908
2019,ROU,4.231
2020,ROU,5.127
2021,ROU,5.516
2022,ROU,5.63
2023,ROU,7.064
2019,CYP,10.111
2020,CYP,9.767
2021,CYP,9.982
2022,CYP,10.41
2023,CYP,10.055
2019,EU19OECD,9.909
2020,EU19OECD,9.493
2021,EU19OECD,9.653
2022,EU19OECD,9.606
2023,EU19OECD,9.327
2019,HUN,6.094
2020,HUN,6.129
2021,HUN,6.193
2022,HUN,6.28
2023,HUN,6.382
2019,ROU,1.39
2020,ROU,1.252
2021,ROU,0.226
2022,ROU,0.19
2023,ROU,0.231
2019,IDN,10.209
2019,EU27,9.806
2020,EU27,9.566
2021,EU27,9.684
2022,EU27,9.601
2023,EU27,9.357
2019,CYP,13.664
2020,CYP,14.314
2021,CYP,13.585
2022,CYP,13.19
2023,CYP,13.545
2019,USA,8.547
2020,USA,8.756
2021,USA,9.321
2022,USA,9.291
2023,USA,9.212
2019,MEX,0.16
2020,MEX,0.212
2021,MEX,0.154
2022,MEX,0.217
2023,MEX,0.193
2019,BEL,12.683
2020,BEL,12.797
2021,BEL,12.978
2022,BEL,12.803
2023,BEL,12.606
2019,SVN,1.053
2020,SVN,0.729
2021,SVN,1.011
2022,SVN,1.206
2023,SVN,1.257
2019,GBR,5.367
2020,GBR,4.894
2021,GBR,5.035
2022,GBR,5.139
2023,GBR,3.917
2019,DEU,6.66
2020,DEU,6.59
2021,DEU,6.725
2022,DEU,6.559
2023,DEU,6.569
2019,EST,5.109
2020,EST,6.588
2021,EST,7.757
2022,EST,6.817
2023,EST,7.458
2019,NZL,9.789
2020,NZL,9.909
2021,NZL,10.049
2022,NZL,10.146
2023,NZL,10.634
2019,CHE,0.19922952250539
2020,CHE,0.172558923278329
2021,CHE,0.187652962078267
2022,CHE,0.162532078699743
2019,FIN,12.506
2020,FIN,12.503
2021,FIN,11.708
2022,FIN,10.965
2023,FIN,10.32
2019,LTU,12.37
2020,LTU,12.857
2021,LTU,12.839
2022,LTU,12.832
2023,LTU,12.667
2019,EST,11.928
2020,EST,10.931
2021,EST,10.138
2022,EST,9.661
2023,EST,9.221
2021,NOR,1.192
2022,NOR,0.416
2023,NOR,0.359
2019,MLT,0.314
2020,MLT,0.181
2021,MLT,0.256
2022,MLT,0.292
2023,MLT,0.324
2019,ROU,8.203
2020,ROU,8.302
2021,ROU,8.284
2022,ROU,8.278
2023,ROU,10.81
2019,EU22OECD,11.558
2020,EU22OECD,11.983
2021,EU22OECD,12.077
2022,EU22OECD,12.096
2023,EU22OECD,12.103
2019,NLD,9.298
2020,NLD,9.246
2021,NLD,9.323
2022,NLD,9.318
2023,NLD,9.326
2019,GRC,0.0317130113801503
2020,GRC,0.0301703562561038
2021,GRC,0.0318411579932661
2022,GRC,0.0291827464575979
2021,DNK,0.484
2022,DNK,0.556
2023,DNK,0.341
2019,NLD,6.996
2020,NLD,6.968
2021,NLD,7.075
2022,NLD,7.101
2023,NLD,7.104
2019,GRC,8.90706050098345
2020,GRC,9.24627554770312
2021,GRC,9.23756299027115
2022,GRC,8.95351598859321
2019,BRA,14.13
2020,BRA,14.535
2021,BRA,14.277
2022,BRA,13.902
2023,BRA,13.625
2019,MKD,6.328
2020,MKD,6.795
2019,NOR,6.134
2020,NOR,6.379
2021,NOR,1.81
2022,NOR,5.088
2023,NOR,6.093
2019,FIN,7.873
2020,FIN,7.582
2021,FIN,8.561
2022,FIN,8.522
2023,FIN,8.671
2019,NOR,2.44731557611327
2020,NOR,2.61543152743555
2021,NOR,3.66516807614629
2022,NOR,3.6001769115507
2019,HRV,15.017
2020,HRV,15.061
2021,HRV,14.818
2022,HRV,14.786
2023,HRV,13.242
2019,IDN,0.132
2019,CAN,7.774
2020,CAN,7.496
2021,CAN,7.9
2022,CAN,7.743
2023,CAN,7.324
2019,SWE,4.376
2020,SWE,3.955
2021,SWE,4.389
2022,SWE,4.893
2023,SWE,4.863
2019,G7,11.247
2020,G7,11.246
2021,G7,11.248
2022,G7,11.26
2023,G7,11.14
2019,CRI,7.381
2020,CRI,7.138
2021,CRI,7.193
2022,CRI,6.996
2023,CRI,6.856
2019,NZL,5.29
2020,NZL,5.067
2021,NZL,5.256
2022,NZL,5.735
2023,NZL,5.909
2019,LVA,5.492
2020,LVA,5.771
2021,LVA,6.036
2022,LVA,6.117
2023,LVA,6.166
2019,DEU,8.372
2020,DEU,8.905
2021,DEU,7.578
2022,DEU,8.274
2023,DEU,7.182
2019,IRL,3.238
2020,IRL,3.37
2021,IRL,3.556
2022,IRL,3.683
2023,IRL,3.774
2019,LVA,11.862
2020,LVA,12.077
2021,LVA,11.925
2022,LVA,11.48
2023,LVA,11.444
2019,NOR,5.879
2020,NOR,5.886
2021,NOR,5.78
2022,NOR,5.635
2023,NOR,5.58
2019,HRV,11.732
2020,HRV,15.152
2021,HRV,15.953
2022,HRV,10.058
2023,HRV,13.316
2019,CZE,0.058
2020,CZE,0.045
2019,NOR,8.383
2020,NOR,8.234
2021,NOR,8.643
2022,NOR,8.349
2023,NOR,8.23
2019,PRT,6.369
2020,PRT,6.55
2021,PRT,7.199
2022,PRT,7.742
2023,PRT,8.181
2019,SVK,7.887
2020,SVK,7.785
2021,SVK,7.793
2022,SVK,7.94
2023,SVK,8.206
2019,GRC,9.211
2020,GRC,9.474
2021,GRC,9.722
2022,GRC,9.715
2023,GRC,9.633
2019,CRI,26.158
2020,CRI,21.978
2021,CRI,23.855
2022,CRI,21.824
2023,CRI,23.895
2019,TUR,0.227
2020,TUR,0.137
2021,TUR,0.129
2022,TUR,0.13
2023,TUR,0.267
2019,CZE,12.236
2020,CZE,11.816
2021,CZE,13.795
2022,CZE,10.819
2023,CZE,11.665
2019,CZE,2.93
2020,CZE,2.836
2021,CZE,3.826
2022,CZE,4.07
2023,CZE,4.362
2019,CRI,0.857
2020,CRI,0.831
2021,CRI,1.076
2022,CRI,0.689
2023,CRI,0.695
2019,NLD,1.984
2020,NLD,0.784
2021,NLD,2.101
2022,NLD,2.494
2023,NLD,2.302
2021,ROU,0.113
2022,ROU,0.084
2023,ROU,0.079
2019,EU19OECD,0.088
2020,EU19OECD,0.087
2021,EU19OECD,0.103
2022,EU19OECD,0.106
2023,EU19OECD,0.114
2019,CRI,3.752
2020,CRI,3.814
2021,CRI,4.146
2022,CRI,4.153
2023,CRI,4.19
2019,SWE,10.051
2020,SWE,10.693
2021,SWE,10.901
2022,SWE,10.697
2023,SWE,10.765
2019,FIN,7.54
2020,FIN,7.565
2021,FIN,8.685
2022,FIN,8.892
2023,FIN,9.084
2019,LTU,11.355
2020,LTU,11.277
2021,LTU,10.762
2022,LTU,10.745
2023,LTU,10.689
2019,SVN,5.69
2020,SVN,4.822
2021,SVN,5.343
2022,SVN,5.612
2023,SVN,5.734
2019,SVK,15.663
2020,SVK,15.681
2021,SVK,15.297
2022,SVK,14.827
2023,SVK,14.689
2019,EU22OECD,12.668
2020,EU22OECD,12.677
2021,EU22OECD,12.53
2022,EU22OECD,12.374
2023,EU22OECD,12.261
2019,NZL,11.156
2020,NZL,11.505
2021,NZL,11.766
2022,NZL,11.86
2023,NZL,12.097
2019,CZE,0.052
2019,SVN,3.39
2020,SVN,4.229
2021,SVN,4.63
2022,SVN,4.684
2023,SVN,5.105
2019,CRI,21.461
2020,CRI,20.306
2021,CRI,22.05
2022,CRI,22.322
2023,CRI,23.917
2019,EU22OECD,9.981
2020,EU22OECD,9.775
2021,EU22OECD,9.676
2022,EU22OECD,9.589
2023,EU22OECD,9.585
2019,CYP,7.744
2020,CYP,7.469
2021,CYP,7.779
2022,CYP,7.855
2023,CYP,7.814
2019,CAN,4.98
2020,CAN,4.662
2021,CAN,4.771
2022,CAN,4.866
2023,CAN,4.866
2019,FRA,11.664
2020,FRA,11.929
2021,FRA,12.035
2022,FRA,12.048
2023,FRA,12.013
2019,CRI,4.687
2020,CRI,4.93
2021,CRI,3.809
2022,CRI,4.406
2023,CRI,2.453
2019,ISL,9.968
2020,ISL,10.539
2021,ISL,10.419
2022,ISL,10.18
2023,ISL,9.503
2019,COL,10.271
2020,COL,9.496
2021,COL,9.869
2022,COL,9.691
2023,COL,9.56
2019,JPN,10.606
2020,JPN,10.526
2021,JPN,8.974
2022,JPN,11.268
2023,JPN,9.589
2019,LUX,1.556
2020,LUX,1.306
2021,LUX,1.632
2022,LUX,1.84
2023,LUX,2.071
2019,CHE,10.582
2020,CHE,10.364
2021,CHE,11.005
2022,CHE,9.796
2023,CHE,8.446
2019,CHE,10.778
2020,CHE,10.813
2021,CHE,10.925
2022,CHE,11.089
2023,CHE,11.078
2019,NOR,8.368
2020,NOR,8.383
2021,NOR,7.976
2022,NOR,8.116
2023,NOR,8.004
2019,FIN,8.92
2020,FIN,9.181
2019,CZE,1.899
2020,CZE,1.934
2021,CZE,1.891
2022,CZE,1.861
2023,CZE,2.172
2019,DNK,11.275
2020,DNK,11.016
2021,DNK,10.425
2022,DNK,10.231
2023,DNK,9.763
2019,BEL,8.07
2020,BEL,8.289
2021,BEL,6.649
2022,BEL,5.841
2023,BEL,5.851
2019,SVK,14.526
2020,SVK,14.78
2021,SVK,14.904
2022,SVK,14.842
2023,SVK,14.496
2019,CHE,0.877
2020,CHE,0.742
2021,CHE,0.404
2022,CHE,0.334
2023,CHE,0.449
2019,BRA,10.795
2020,BRA,11.17
2021,BRA,11.306
2022,BRA,11.305
2023,BRA,11.071
2019,ISR,9.582
2020,ISR,9.017
2021,ISR,10.911
2022,ISR,12.148
2023,ISR,11.022
2019,CHE,9.65
2020,CHE,8.404
2021,CHE,7.747
2022,CHE,8.325
2023,CHE,9.866
2019,LVA,10.577
2020,LVA,10.733
2021,LVA,10.156
2022,LVA,9.821
2023,LVA,9.855
2019,CZE,15.331
2020,CZE,15.086
2021,CZE,14.626
2022,CZE,14.035
2023,CZE,13.542
2021,EST,0.436
2022,EST,0.42
2023,EST,0.752
2019,NZL,9.668
2020,NZL,9.601
2021,NZL,9.639
2022,NZL,9.883
2023,NZL,9.918
2019,DNK,7.061
2020,DNK,7.33
2021,DNK,7.415
2022,DNK,7.344
2023,DNK,7.923
2019,POL,6.317
2020,POL,5.528
2021,POL,5.168
2022,POL,5.154
2023,POL,5.22
2019,JPN,2.758
2020,JPN,2.855
2021,JPN,2.9
2022,JPN,3.086
2023,JPN,3.307
2019,FRA,1.177
2020,FRA,1.119
2021,FRA,1.239
2022,FRA,1.458
2023,FRA,1.445
2019,CAN,10.896
2020,CAN,11.13
2021,CAN,11.086
2022,CAN,11.275
2023,CAN,11.276
2019,ITA,0.087
2020,ITA,0.085
2021,ITA,0.116
2022,ITA,0.108
2023,ITA,0.118
2019,SVK,11.037
2020,SVK,10.597
2021,SVK,10.227
2022,SVK,9.854
2023,SVK,9.414
2019,TUR,4.451
2020,TUR,4.548
2021,TUR,4.587
2022,TUR,4.594
2023,TUR,4.677
2019,TUR,7.584
2020,TUR,7.372
2021,TUR,7.299
2022,TUR,7.548
2023,TUR,7.884
2019,NOR,9.576
2020,NOR,9.756
2021,NOR,9.591
2022,NOR,9.543
2023,NOR,9.451
2019,PRT,12.213
2020,PRT,11.922
2021,PRT,11.553
2022,PRT,11.051
2023,PRT,10.655
2019,ESP,0.001
2020,ESP,0.017
2021,ESP,0.015
2022,ESP,0.036
2023,ESP,0.035
2019,RUS,0.377
2020,RUS,0.363
2021,RUS,0.37
2022,RUS,0.348
2019,EU27,0.669
2020,EU27,0.718
2021,EU27,0.698
2022,EU27,0.725
2023,EU27,0.768
2019,EU19OECD,0.648
2020,EU19OECD,0.695
2021,EU19OECD,0.709
2022,EU19OECD,0.743
2023,EU19OECD,0.772
2019,CHL,8.271
2020,CHL,8.017
2021,CHL,7.801
2022,CHL,7.659
2023,CHL,7.609
2019,IRL,9.754
2020,IRL,9.949
2021,IRL,10.137
2022,IRL,10.279
2023,IRL,10.204
2019,LTU,8.067
2020,LTU,8.791
2021,LTU,9.227
2022,LTU,9.803
2023,LTU,9.728
2019,IRL,2.9
2020,IRL,2.424
2021,IRL,3.401
2022,IRL,4.002
2023,IRL,3.935
2019,BEL,12.511
2020,BEL,12.473
2021,BEL,11.996
2022,BEL,12.237
2023,BEL,12.324
2019,LTU,10.168
2020,LTU,10.149
2021,LTU,11.225
2022,LTU,10.19
2023,LTU,10.855
2019,FRA,12.22
2020,FRA,12.307
2021,FRA,12.295
2022,FRA,12.331
2023,FRA,12.231
2019,SWE,8.074
2020,SWE,8.346
2021,SWE,8.62
2022,SWE,8.834
2023,SWE,8.913
2019,AUT,14.869
2020,AUT,14.894
2021,AUT,13.707
2022,AUT,13.305
2023,AUT,11.91
2019,NOR,0.284
2020,NOR,0.823
2021,NOR,0.966
2022,NOR,1.109
2023,NOR,0.235
2019,E,0.131324337926573
2020,E,0.118500606206698
2021,E,0.0933980100149578
2022,E,0.109776932578235
2019,CYP,9.536
2020,CYP,9.994
2021,CYP,9.899
2022,CYP,9.637
2023,CYP,9.568
2019,POL,9.991
2020,POL,10.317
2021,POL,10.58
2022,POL,8.899
2023,POL,10.506
2019,ESP,4.418
2020,ESP,4.248
2021,ESP,4.367
2022,ESP,5.116
2023,ESP,5.33
2019,EST,1.386
2020,EST,1.294
2021,EST,1.088
2022,EST,1.205
2023,EST,1.17
2019,CAN,7.512
2020,CAN,7.234
2021,CAN,7.219
2022,CAN,7.246
2023,CAN,7.182
2019,CZE,0.119
2020,CZE,0.029
2021,CZE,0.027
2022,CZE,0.334
2023,CZE,0.299
2019,CHE,9.712
2020,CHE,9.943
2021,CHE,10.814
2022,CHE,9.038
2023,CHE,8.617
2019,FRA,13.103
2020,FRA,13.235
2021,FRA,13.109
2022,FRA,13.026
2023,FRA,12.943
2019,HRV,3.342
2020,HRV,4.759
2021,HRV,4.98
2022,HRV,5.62
2023,HRV,5.025
2019,NOR,4.209
2020,NOR,4.047
2021,NOR,4.845
2022,NOR,5.628
2023,NOR,5.832
2019,G7,8.22
2020,G7,7.866
2021,G7,8.273
2022,G7,7.776
2023,G7,7.538
2019,BEL,8.196
2020,BEL,8.026
2021,BEL,7.835
2022,BEL,7.701
2023,BEL,7.63
2019,CAN,0.888
2020,CAN,0.922
2021,CAN,0.843
2022,CAN,0.937
2023,CAN,1.063
2019,DEU,12.652
2020,DEU,13.34
2021,DEU,12.119
2022,DEU,12.258
2023,DEU,12.308
2019,SWE,0.859
2020,SWE,0.676
2021,SWE,1.116
2022,SWE,1.519
2023,SWE,1.661
2019,IND,2.571
2020,IND,2.775
2021,IND,2.874
2022,IND,2.08
2023,IND,2.365
2019,ZAF,13.33
2020,ZAF,14.276
2021,ZAF,14.53
2022,ZAF,15.104
2023,ZAF,14.169
2019,OECD,0.098
2020,OECD,0.092
2021,OECD,0.151
2022,OECD,0.153
2023,OECD,0.199
2019,NOR,10.745
2020,NOR,10.537
2021,NOR,10.292
2022,NOR,10.396
2023,NOR,10.37
2019,PRT,2.337
2020,PRT,2.371
2021,PRT,2.662
2022,PRT,3.023
2023,PRT,3.062
2019,OECD,0.132
2020,OECD,0.233
2021,OECD,0.125
2022,OECD,0.115
2023,OECD,0.151
2019,MLT,3.319
2020,MLT,3.645
2021,MLT,4.202
2022,MLT,4.644
2023,MLT,4.99
2019,BGR,0.0346619169168714
2020,BGR,0.0458839267709733
2021,BGR,0.00743340606976465
2022,BGR,0.0167667984497935
2019,EU19OECD,7.582
2020,EU19OECD,7.729
2021,EU19OECD,7.841
2022,EU19OECD,7.951
2023,EU19OECD,8.067
2019,BRA,11.283
2020,BRA,11.712
2021,BRA,11.774
2022,BRA,11.864
2023,BRA,11.933
2019,EU27,8.091
2020,EU27,8.035
2021,EU27,8.005
2022,EU27,7.954
2023,EU27,7.866
2019,JPN,8.397
2020,JPN,8.221
2021,JPN,8.188
2022,JPN,8.163
2023,JPN,8.164
2019,JPN,5.607
2020,JPN,5.668
2021,JPN,5.714
2022,JPN,5.771
2023,JPN,5.847
2019,AUT,5.478
2020,AUT,5.448
2021,AUT,5.438
2022,AUT,5.475
2023,AUT,5.47
2019,FRA,10.504
2020,FRA,10.698
2019,NZL,10.811
2020,NZL,10.592
2021,NZL,10.289
2022,NZL,9.852
2023,NZL,9.67
2019,USA,12.452
2020,USA,7.925
2021,USA,8.071
2022,USA,11.259
2023,USA,11.725
2019,IDN,4.999
2019,ROU,1.784
2020,ROU,2.616
2021,ROU,1.55
2022,ROU,1.368
2023,ROU,1.749
2019,E,10.5407545730622
2020,E,10.3809047307017
2021,E,10.3607565589983
2022,E,10.1401117428652
2019,TUR,14.252
2020,TUR,14.406
2021,TUR,14.46
2022,TUR,14.451
2023,TUR,14.463
2019,IRL,7.256
2020,IRL,7.316
2021,IRL,7.366
2022,IRL,7.294
2023,IRL,7.243
2019,EST,13.576
2020,EST,13.849
2021,EST,14.258
2022,EST,13.723
2023,EST,12.952
2019,SWE,11.772
2020,SWE,12.018
2021,SWE,12.409
2022,SWE,12.731
2023,SWE,12.651
2019,NZL,11.506
2020,NZL,11.393
2021,NZL,11.046
2022,NZL,10.485
2023,NZL,10.222
2019,COL,6.326
2020,COL,6.364
2021,COL,7.036
2022,COL,7.069
2023,COL,6.891
2019,GRC,13.955
2020,GRC,14.044
2021,GRC,13.905
2022,GRC,13.81
2023,GRC,13.74
2019,CZE,8.062
2020,CZE,8.013
2021,CZE,7.991
2022,CZE,7.749
2023,CZE,7.492
2019,USA,10.351
2020,USA,10.127
2021,USA,9.894
2022,USA,9.718
2023,USA,9.771
2019,RUS,0.981
2020,RUS,0.648
2021,RUS,0.633
2022,RUS,0.693
2019,BRA,1.589
2020,BRA,1.485
2021,BRA,1.375
2022,BRA,1.474
2023,BRA,1.633
2019,BRA,21.875
2020,BRA,21.265
2021,BRA,22.349
2022,BRA,21.351
2023,BRA,19.258
2019,EST,5.528
2020,EST,5.665
2021,EST,5.727
2022,EST,5.91
2023,EST,6.242
2019,KOR,9.4
2020,KOR,9.494
2021,KOR,9.616
2022,KOR,9.69
2023,KOR,9.696
2019,ITA,6.223
2020,ITA,6.443
2021,ITA,6.613
2022,ITA,6.536
2023,ITA,6.409
2019,BGR,11.3
2020,BGR,12.053
2021,BGR,12.409
2022,BGR,13.068
2023,BGR,13.279
2019,BRA,5.604
2020,BRA,6.93
2021,BRA,7.065
2022,BRA,6.551
2023,BRA,7.622
2019,ESP,15.226
2020,ESP,14.95
2021,ESP,14.68
2022,ESP,14.154
2023,ESP,13.513
2019,NOR,0.871
2020,NOR,0.848
2021,NOR,1.319
2022,NOR,1.15
2023,NOR,1.074
2019,IND,11.23
2020,IND,11.584
2021,IND,10.669
2022,IND,10.981
2023,IND,10.78
2019,EU19OECD,7.852
2020,EU19OECD,7.794
2021,EU19OECD,7.781
2022,EU19OECD,7.75
2023,EU19OECD,7.695
2019,CAN,10.197
2020,CAN,10.327
2021,CAN,10.077
2022,CAN,9.663
2023,CAN,9.214
2019,NLD,8.39
2020,NLD,7.947
2021,NLD,7.597
2022,NLD,7.261
2023,NLD,7.045
2019,PRT,2.07
2020,PRT,2.086
2021,PRT,2.362
2022,PRT,2.581
2023,PRT,2.798
2019,OECD,14.404
2020,OECD,14.61
2021,OECD,14.307
2022,OECD,14.223
2023,OECD,14.281
2019,E,12.1002471904027
2020,E,12.010072079325
2021,E,11.9156581941115
2022,E,11.7064987532826
2019,IND,0.08
2020,IND,0.01
2021,IND,0.012
2019,ESP,13.503
2020,ESP,13.988
2021,ESP,14.382
2022,ESP,12.467
2023,ESP,12.681
2019,CHE,7.124
2020,CHE,7.448
2021,CHE,7.346
2022,CHE,7.511
2023,CHE,7.886
2019,PRT,8.693
2020,PRT,8.639
2021,PRT,8.672
2022,PRT,8.771
2023,PRT,8.835
2019,EU19OECD,6.356
2020,EU19OECD,6.334
2021,EU19OECD,6.243
2022,EU19OECD,6.323
2023,EU19OECD,6.371
2019,EU22OECD,13.693
2020,EU22OECD,14.194
2021,EU22OECD,14.051
2022,EU22OECD,13.832
2023,EU22OECD,14.437
2019,MKD,0.777
2020,MKD,1.068
2019,BEL,7.951
2020,BEL,8.021
2021,BEL,8.1
2022,BEL,8.158
2023,BEL,8.165
2019,ITA,0.130791358166207
2020,ITA,0.114904573545398
2021,ITA,0.143491457225268
2022,ITA,0.0873497071496781
2019,IRL,10.221
2020,IRL,9.977
2021,IRL,10.028
2022,IRL,10.19
2023,IRL,10.025
2019,USA,9.637
2020,USA,9.36
2021,USA,9.441
2022,USA,9.357
2023,USA,9.89
2019,POL,9.224
2020,POL,9.37
2021,POL,9.608
2022,POL,9.884
2023,POL,10.102
2019,CHE,1.211
2020,CHE,1.133
2021,CHE,1.121
2022,CHE,1.218
2023,CHE,1.23
2019,MLT,0.0660470850809528
2020,MLT,0.0511309102839456
2021,MLT,0.0939756345768176
2022,MLT,0.048541247999199
2019,EU27,6.128
2020,EU27,6.406
2021,EU27,6.634
2022,EU27,6.682
2023,EU27,6.742
2019,RUS,6.811
2020,RUS,6.984
2021,RUS,8.014
2022,RUS,7.424
2019,AUT,11.863
2020,AUT,11.868
2021,AUT,11.831
2022,AUT,11.903
2023,AUT,11.819
2019,FRA,7.518
2020,FRA,7.452
